Gene	Description
Glyma.19G151300	stress.biotic.PR-proteins
Glyma.19G151800	signalling.receptor kinases.leucine rich repeat
Glyma.19G158400	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
Glyma.19G163700	hormone metabolism.ethylene.signal transduction
Glyma.19G163800	hormone metabolism.ethylene.signal transduction
Glyma.19G163900	hormone metabolism.ethylene.signal transduction
Glyma.19G164000	hormone metabolism.ethylene.signal transduction
Glyma.19G164100	hormone metabolism.ethylene.signal transduction
Glyma.19G167300	signalling.receptor kinases.leucine rich repeat
Glyma.19G167400	signalling.receptor kinases.leucine rich repeat
Glyma.19G168600	signalling.receptor kinases.leucine rich repeat
Glyma.19G176400	stress.biotic.PR-proteins
Glyma.19G179900	stress.biotic.signalling.MLO-like
Glyma.19G182300	secondary metabolism.phenylpropanoids.lignin biosynthesis
Glyma.19G188600	protein.degradation.aspartate protease
Glyma.19G190200	signalling.receptor kinases.leucine rich repeat
Glyma.19G198600	stress.biotic
Glyma.19G198700	stress.biotic
Glyma.19G198800	stress.biotic
Glyma.19G206500	protein.degradation.cysteine protease
Glyma.19G207500	protein.degradation.cysteine protease
Glyma.19G213300	hormone metabolism.ethylene.signal transduction
Glyma.19G215800	hormone metabolism.ethylene.induced-regulated-responsive-activated
Glyma.19G217100	protein.degradation.serine protease
Glyma.19G221800	stress.biotic
Glyma.19G223300	protein.degradation.cysteine protease
Glyma.19G225500	protein.degradation.aspartate protease
Glyma.19G228700	hormone metabolism.ethylene.induced-regulated-responsive-activated
Glyma.19G233600	protein.degradation.serine protease
Glyma.19G233900	stress.biotic.respiratory burst
Glyma.19G234200	protein.degradation.serine protease
Glyma.19G236600	protein.degradation.aspartate protease
Glyma.19G245400	stress.biotic
Glyma.19G245500	stress.biotic
Glyma.19G245600	stress.biotic
Glyma.19G248900	hormone metabolism.ethylene.signal transduction
Glyma.19G249100	hormone metabolism.ethylene.signal transduction
Glyma.20G001400	misc.peroxidases
Glyma.20G010800	stress.biotic
Glyma.20G012900	signalling.receptor kinases.leucine rich repeat
Glyma.20G014900	protein.degradation.serine protease
Glyma.20G015100	protein.degradation.serine protease
Glyma.20G015400	protein.degradation.serine protease
Glyma.20G015600	protein.degradation.serine protease
Glyma.20G016800	protein.degradation.serine protease
Glyma.20G020200	stress.biotic.PR-proteins
Glyma.20G031000	hormone metabolism.ethylene.signal transduction
Glyma.20G033500	misc.peroxidases
Glyma.20G035000	protein.degradation.aspartate protease
Glyma.20G063300	stress.biotic.PR-proteins.proteinase inhibitors.trypsin inhibitor
Glyma.20G061300	stress.biotic.PR-proteins
Glyma.20G039400	stress.biotic.PR-proteins
Glyma.20G041300	stress.biotic
Glyma.20G042400	stress.biotic
Glyma.20G042700	stress.biotic
Glyma.20G043400	protein.degradation.serine protease
Glyma.20G045500	protein.degradation.cysteine protease
Glyma.20G045600	stress.biotic
Glyma.20G046100	stress.biotic
Glyma.20G046200	stress.biotic
Glyma.20G049800	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
Glyma.20G048800	stress.biotic.PR-proteins
Glyma.20G053600	stress.biotic
Glyma.20G050700	stress.biotic
Glyma.20G050600	stress.biotic
Glyma.20G058500	protein.degradation.metalloprotease
Glyma.20G070000	hormone metabolism.ethylene.signal transduction
Glyma.20G070100	hormone metabolism.ethylene.signal transduction
Glyma.20G070800	stress.biotic
Glyma.20G071400	protein.degradation.serine protease
Glyma.20G078100	signalling.receptor kinases.leucine rich repeat
Glyma.20G078700	stress.biotic.PR-proteins
Glyma.20G078800	stress.biotic.PR-proteins
Glyma.20G080700	signalling.receptor kinases.leucine rich repeat
Glyma.20G087000	hormone metabolism.ethylene.signal transduction
Glyma.20G090900	protein.degradation.aspartate protease
Glyma.20G092000	protein.degradation.aspartate protease
Glyma.20G095700	protein.degradation.metalloprotease
Glyma.20G097700	protein.degradation.serine protease
Glyma.20G100100	stress.biotic
Glyma.20G100500	signalling.receptor kinases.leucine rich repeat
Glyma.20G118200	signalling.receptor kinases.leucine rich repeat
Glyma.20G120700	signalling.receptor kinases.leucine rich repeat
Glyma.20G127300	signalling.receptor kinases.leucine rich repeat
Glyma.20G128600	secondary metabolism.phenylpropanoids.lignin biosynthesis
Glyma.20G129200	signalling.receptor kinases.leucine rich repeat
Glyma.20G129900	stress.biotic
Glyma.20G130000	stress.biotic
Glyma.20G130200	hormone metabolism.ethylene.induced-regulated-responsive-activated
Glyma.20G132400	signalling.receptor kinases.leucine rich repeat
Glyma.20G133300	protein.degradation.serine protease
Glyma.20G146800	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
Glyma.20G151800	signalling.receptor kinases.leucine rich repeat
Glyma.20G151900	stress.biotic.signalling
Glyma.20G156300	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
Glyma.20G156400	protein.degradation.serine protease
Glyma.20G156700	signalling.receptor kinases.leucine rich repeat
Glyma.20G158800	stress.biotic
Glyma.20G159800	protein.degradation.serine protease
Glyma.20G164600	stress.biotic
Glyma.20G164700	stress.biotic
Glyma.20G164900	stress.biotic
Glyma.20G168500	hormone metabolism.ethylene.signal transduction
Glyma.20G169200	misc.peroxidases
Glyma.20G170900	signalling.receptor kinases.leucine rich repeat
Glyma.20G171900	misc.peroxidases
Glyma.20G173500	signalling.receptor kinases.leucine rich repeat
Glyma.20G176700	signalling.receptor kinases.leucine rich repeat
Glyma.20G178600	protein.degradation.serine protease
Glyma.20G178800	stress.biotic.signalling.MLO-like
Glyma.20G179000	protein.degradation.serine protease
Glyma.20G180800	secondary metabolism.phenylpropanoids.lignin biosynthesis
Glyma.20G181500	protein.degradation.cysteine protease
Glyma.20G184300	hormone metabolism.ethylene.induced-regulated-responsive-activated
Glyma.20G185100	signalling.receptor kinases.leucine rich repeat
Glyma.20G186700	protein.degradation.aspartate protease
Glyma.20G188400	protein.degradation.cysteine protease
Glyma.20G191800	misc.peroxidases
Glyma.20G192000	secondary metabolism.phenylpropanoids.lignin biosynthesis
Glyma.20G192100	secondary metabolism.phenylpropanoids.lignin biosynthesis
Glyma.20G193300	stress.biotic
Glyma.20G193500	stress.biotic
Glyma.20G194400	signalling.receptor kinases.leucine rich repeat
Glyma.20G195400	stress.biotic
Glyma.20G195900	hormone metabolism.ethylene.signal transduction
Glyma.20G199000	protein.degradation.serine protease
Glyma.20G202200	hormone metabolism.ethylene.signal transduction
Glyma.20G203500	hormone metabolism.ethylene.signal transduction
Glyma.20G203600	hormone metabolism.ethylene.signal transduction
Glyma.20G203700	hormone metabolism.ethylene.signal transduction
Glyma.20G208300	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
Glyma.20G208400	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
Glyma.20G210100	protein.degradation.aspartate protease
Glyma.20G213400	protein.degradation.serine protease
Glyma.20G214200	misc.peroxidases
Glyma.20G218900	protein.degradation.aspartate protease
Glyma.20G221800	hormone metabolism.ethylene.signal transduction
Glyma.20G225200	stress.biotic
Glyma.20G226900	signalling.receptor kinases.leucine rich repeat
Glyma.20G227000	protein.degradation.metalloprotease
Glyma.20G236200	stress.biotic.respiratory burst
Glyma.20G241800	misc.peroxidases
